qId;qTxt;ansId;ansTxt;quExplain;ansExplain
48;Identifier les mots manquants dans la phrase suivante : [?] a pour but de s'assurer que l'organisation co-crée continuellement de la valeur avec toutes les parties prenantes, conformément aux objectifs de l'organisation;C;Le système de valeur des services;;« Le but du SVS est de s'assurer que l'organisation et toutes les parties prenantes créent continuellement de la valeur en collaboration, par le biais de l'utilisation et la gestion des produits et des services. » Réf. 4.1
48;Identifier les mots manquants dans la phrase suivante : [?] a pour but de s'assurer que l'organisation co-crée continuellement de la valeur avec toutes les parties prenantes, conformément aux objectifs de l'organisation;D;"La pratique ""gestion des demandes de service""";;"La ""pratique de gestion des demandes de service"" a pour but de « soutenir la qualité convenue d'un service en gérant l'ensemble des demandes de service prédéfinies et initiées par l'utilisateur et ce, de manière conviviale et efficace. » Elle n'assure pas que l'organisation crée continuellement de la valeur en collaboration avec l'ensemble des parties prenantes. Réf. 5.2.16"
49;Quelle pratique supporte la gestion des retours, des compliments et des plaintes des utilisateurs ?;A;Le contrôle des changements;;« Le but de la pratique d'habilitation des changements est de maximiser le nombre de changements apportés avec succès aux services et aux produits, en s'assurant que les risques ont été correctement évalués, en autorisant les changements et en gérant le calendrier des changements. » Réf. 5.2.4
49;Quelle pratique supporte la gestion des retours, des compliments et des plaintes des utilisateurs ?;B;La gestion des demandes de service;;« Le but de la pratique de gestion des demandes de service est de soutenir la qualité convenue d'un service en gérant l'ensemble des demandes de service prédéfinies et initiées par l'utilisateur et ce, de manière conviviale et efficace » et « Chaque demande de service peut inclure un ou plusieurs des éléments suivants : retours, compliments et plaintes (par exemple, les plaintes au sujet d'une nouvelle interface ou les compliments à l'attention d'une équipe de support). » Réf. 5.2.16
49;Quelle pratique supporte la gestion des retours, des compliments et des plaintes des utilisateurs ?;C;La gestion des problèmes;;« Le but de la pratique de gestion des problèmes est de réduire la probabilité et l'impact des incidents en identifiant leurs causes réelles ou potentielles et en gérant les solutions de contournement et les erreurs connues. » Réf. 5.2.8
49;Quelle pratique supporte la gestion des retours, des compliments et des plaintes des utilisateurs ?;D;La gestion des incidents;;« Le but de la pratique de gestion des incidents est de réduire l'impact négatif des incidents, en restaurant l'exploitation normale des services aussi rapidement que possible. » Réf. 5.2.5
50;Quelle activité effectuée conjointement par le fournisseur de services et le consommateur de service s'assure d'une co-création continue de valeur ?;A;La fourniture de service;;"La fourniture de service n'est pas une activité commune ; elle est effectuée par le fournisseur de services. Réf. 2.4.1"
50;Quelle activité effectuée conjointement par le fournisseur de services et le consommateur de service s'assure d'une co-création continue de valeur ?;B;La consommation de service;;"La consommation de service n'est pas une activité commune ; elle est effectuée par le consommateur du service. Réf. 2.4.1"
50;Quelle activité effectuée conjointement par le fournisseur de services et le consommateur de service s'assure d'une co-création continue de valeur ?;C;L'offre de service;;"L'offre de service n'est pas une activité ; il s'agit d'une « description formelle d'un ou de plusieurs services, conçue pour répondre aux besoins d'un groupe de consommateurs cible. Une offre de service peut inclure des biens, l'accès à des ressources et des actions de service. » Réf. 2.3.2"
50;Quelle activité effectuée conjointement par le fournisseur de services et le consommateur de service s'assure d'une co-création continue de valeur ?;D;La gestion des relations de service;;La gestion des relations de service désigne les « Activités effectuées conjointement par un fournisseur de services et un consommateur de services pour assurer la cocréation continue de valeur, basée sur des offres de service disponibles et convenues. » Réf. 2.4.1
51;Quelle pratique peut comporter le déclenchement d'une reprise après une catastrophe ?;A;La gestion des incidents;;« Dans certaines situations extrêmes, la résolution d'un incident requiert le déclenchement de plans de reprise après une catastrophe. » Réf. 5.2.5
51;Quelle pratique peut comporter le déclenchement d'une reprise après une catastrophe ?;B;La gestion des demandes de service;;« Les demandes de service font partie intégrante de la fourniture de services et ne constituent pas une défaillance ou une dégradation du service, lesquelles sont traitées comme des incidents. » Réf. 5.2.16
51;Quelle pratique peut comporter le déclenchement d'une reprise après une catastrophe ?;C;La gestion des niveaux de service;;« Le but de la pratique de gestion des niveaux de service est de définir des cibles claires basées sur le business, en matière de performances des services, afin que la fourniture d'un service puisse être correctement évaluée, surveillée et gérée par rapport à ces cibles. » Réf. 5.2.15
51;Quelle pratique peut comporter le déclenchement d'une reprise après une catastrophe ?;D;La gestion des actifs informatiques;;« Le but de la pratique de gestion des actifs informatiques est de planifier et de gérer le cycle de vie complet de tous les actifs informatiques. » La gestion des actifs « comprend l'acquisition, l'exploitation, l'entretien et l’élimination des actifs organisationnels. » Réf. 5.2.6
52;"Quel type de changement est le PLUS susceptible d'être géré par la pratique ""gestion des demandes de service"" ?";A;Un changement normal;;"« Changements normaux : Il s’agit de changements devant être planifiés, évalués et autorisés. » Ils sont supportés par la pratique ""contrôle des changements"", et non par la ""gestion des demandes de service"". Réf. 5.2.4"
52;"Quel type de changement est le PLUS susceptible d'être géré par la pratique ""gestion des demandes de service"" ?";B;Un changement urgent;;"« Dans la mesure du possible, les changements urgents doivent être soumis aux mêmes tests, évaluations et autorisations que les changements normaux. » Ils sont supportés par la pratique ""contrôle des changements"", et non par la ""gestion des demandes de service"". Réf. 5.2.4"
52;"Quel type de changement est le PLUS susceptible d'être géré par la pratique ""gestion des demandes de service"" ?";C;Un changement standard;;"« L'exécution des demandes de service peut inclure des changements au niveau des services ou à leurs composants ; il s'agit généralement de changements standards. » et « Changements standards : Il s’agit de changements préautorisés, à faible risque, qui sont bien compris et intégralement documentés et qui peuvent être implémentés sans nécessiter d'autorisation supplémentaire. Ceux- ci sont souvent initiés en tant que demandes de service » Réf. 5.2.16, 5.2.4"
52;"Quel type de changement est le PLUS susceptible d'être géré par la pratique ""gestion des demandes de service"" ?";D;Un changement applicatif;;"« Le périmètre de l'habilitation des changements est défini par chaque organisation. Généralement, il inclut l'ensemble de l'infrastructure informatique, des applications, de la documentation, des processus. » Certains changements apportés aux applications peuvent être gérés comme des changements standards, mais d'autres seront normaux ou urgents et devront être supportés par la pratique ""contrôle des changements"". Réf. 5.2.4"
53;Quel principe directeur met l'accent sur la nécessité de comprendre le flux de travail en cours, d'identifier les goulots d'étranglement et de découvrir les gaspillages ?;A;Privilégier la valeur;;"Le principe ""privilégier la valeur"" affirme que tous les travaux d'amélioration doivent livrer de la valeur mesurable pour les clients et les autres parties prenantes, mais il n'insiste pas sur la nécessité de comprendre le flux de travail, d'identifier les goulots d'étranglement et de détecter les gaspillages. Réf. 4.3.1"
